Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	DebutJap	FinJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh	DebutCh	FinCh
高	高	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2586.T2.jp.snt	2.5	2.71	gāo	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1192.T2.ch.snt	1.61	1.67
校	校	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2586.T2.jp.snt	0.81	1.01	xiào	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1237.T2.ch.snt	1.67	1.85
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2586.T2.jp.snt	3.55	3.87	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0905.T2.ch.snt	11.77	11.93
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2586.T2.jp.snt	4.2	4.41	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0492.T2.ch.snt	10.18	10.33
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2586.T2.jp.snt	0.58	0.81	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0878.T2.ch.snt	2.25	2.46
生	生	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2586.T2.jp.snt	4.63	4.82	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1141.T2.ch.snt	2.84	3
一	一	ichi	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2586.T2.jp.snt	5.86	6.02	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1224.T2.ch.snt	8.12	8.18
楽	乐	raku	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2586.T2.jp.snt	6.53	6.75	lè	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0003.T2.ch.snt	12.18	12.42
乗	乘	jou	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1207.T2.jp.snt	1.23	1.35	chéng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0670.T2.ch.snt	10.28	10.54
映	映	ei	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2367.T2.jp.snt	2.42	2.6	yìng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0566.T2.ch.snt	23.83	24.02
画	画	ga	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2367.T2.jp.snt	2.6	2.72	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1212.T2.ch.snt	28.58	28.96
中	中	naka	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2367.T2.jp.snt	2.84	3.12	zhōng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0279.T2.ch.snt	8.44	8.62
韓	韩	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	0	0.56	hán	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0713.T2.ch.snt	1.22	1.47
国	国	koku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	0.56	0.89	guó	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0398.T2.ch.snt	4.07	4.21
韓	韩	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	0	0.56	hán	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0206.T2.ch.snt	3.01	3.27
国	国	koku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	0.56	0.89	guó	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0753.T2.ch.snt	2.54	2.86
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	2.67	2.77	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0082.T2.ch.snt	1.16	1.44
韓	韩	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	0	0.56	hán	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0715.T2.ch.snt	4.65	4.96
国	国	koku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	0.56	0.89	guó	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0753.T2.ch.snt	2.54	2.86
的	的	teki	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	8.92	9.18	de	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0169.T2.ch.snt	1.89	2.33
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	9.25	9.44	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0385.T2.ch.snt	2.63	2.73
少	少	shou	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	9.73	10.21	shǎo	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1232.T2.ch.snt	1.41	1.81
女	女	jo	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	10.21	10.3	nǚ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0714.T2.ch.snt	3.08	3.26
時	时	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	10.3	10.42	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0040.T2.ch.snt	2.06	2.21
代	代	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	10.42	10.59	dài	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1220.T2.ch.snt	5.01	5.14
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	2.67	2.77	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0449.T2.ch.snt	2.12	2.3
影	影	ei	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	13.69	13.82	yǐng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0368.T2.ch.snt	4.95	5.09
響	响	kyou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	13.82	13.88	xiǎng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0068.T2.ch.snt	2.62	2.88
韓	韩	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	0	0.56	hán	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0520.T2.ch.snt	9.69	9.92
国	国	koku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	0.56	0.89	guó	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0939.T2.ch.snt	12.63	12.89
語	语	go	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	14.99	15.07	yǔ	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0551.T2.ch.snt	2.07	2.2
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1701.T2.jp.snt	16.93	17.16	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0728.T2.ch.snt	2.52	2.78
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2997.T2.jp.snt	5.82	5.96	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1103.T2.ch.snt	13.43	13.7
結	结	ke	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2234.T2.jp.snt	0.28	0.45	jié	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1229.T2.ch.snt	0.19	0.26
局	局	kyoku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2234.T2.jp.snt	0.45	0.68	jú	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1246.T2.ch.snt	8.61	8.82
象	象	shou	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2234.T2.jp.snt	1.79	1.94	xiàng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0367.T2.ch.snt	3.77	3.95
過	过	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2234.T2.jp.snt	2.49	2.58	guò	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0157.T2.ch.snt	10.13	10.22
自	自	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2234.T2.jp.snt	5.11	5.17	zì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1052.T2.ch.snt	10.67	10.85
由	由	yuu	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2234.T2.jp.snt	5.17	5.52	yóu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0569.T2.ch.snt	4.98	5.19
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2234.T2.jp.snt	6.17	6.43	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0759.T2.ch.snt	10.42	10.61
寄	寄	yo	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	5.93	6.35	jì	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0361.T2.ch.snt	7.79	8
添	添	so	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	6.44	6.68	tiān	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0827.T2.ch.snt	14.94	15.26
決	决	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	6.83	6.98	jué	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0899.T2.ch.snt	14.89	15.04
女	女	jo	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	7.54	7.63	nǚ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0043.T2.ch.snt	5.21	5.54
話	话	hanashi	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	7.93	8.25	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0571.T2.ch.snt	6.52	6.92
最	最	sai	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	8.99	9.05	zuì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0744.T2.ch.snt	8.58	8.78
終	终	shuu	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	9.05	9.12	zhōng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0855.T2.ch.snt	1.09	1.18
的	的	teki	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	9.12	9.33	de	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0370.T2.ch.snt	4.38	4.59
結	结	ke	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	9.43	9.57	jié	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0185.T2.ch.snt	4.07	4.26
婚	婚	kon	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1904.T2.jp.snt	9.57	9.7	hūn	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0188.T2.ch.snt	3.42	3.72
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3471.T2.jp.snt	0.47	0.8	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1183.T2.ch.snt	5.69	5.86
当	当	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3471.T2.jp.snt	0.8	0.93	dāng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1114.T2.ch.snt	3.03	3.33
観	观	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3471.T2.jp.snt	2.07	2.78	guān	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0206.T2.ch.snt	4.9	5.11
観	观	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3471.T2.jp.snt	2.07	2.78	guān	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0206.T2.ch.snt	4.9	5.11
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2495.T2.jp.snt	1.03	1.09	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0939.T2.ch.snt	5.51	5.6
知	知	shi	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2830.T2.jp.snt	0.3	0.41	zhī	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0842.T2.ch.snt	3.54	3.75
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2830.T2.jp.snt	1.47	1.54	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1038.T2.ch.snt	0.97	1.05
知	知	shi	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3008.T2.jp.snt	1.82	1.95	zhī	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0400.T2.ch.snt	6.96	7.07
野	野	ya	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3008.T2.jp.snt	2.9	3.01	yě	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0708.T2.ch.snt	0.52	0.7
球	球	kyuu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3008.T2.jp.snt	3.01	3.23	qiú	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0880.T2.ch.snt	4.06	4.29
活	活	katsu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0348.T2.jp.snt	1.55	1.9	huó	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1195.T2.ch.snt	12.67	12.91
動	动	dou	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0348.T2.jp.snt	1.9	2.3	dòng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1093.T2.ch.snt	11.24	11.55
交	交	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2507.T2.jp.snt	0	0.29	jiāo	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0398.T2.ch.snt	4.5	4.76
換	换	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2507.T2.jp.snt	0.29	0.53	huàn	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0424.T2.ch.snt	7.93	8.21
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2507.T2.jp.snt	1.18	1.38	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0991.T2.ch.snt	4.44	4.65
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0407.T2.jp.snt	1.7	2.33	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0423.T2.ch.snt	10.64	10.71
史	史	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0407.T2.jp.snt	2.33	2.47	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0853.T2.ch.snt	8.47	8.92
強	强	tsuyo	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0110.T2.jp.snt	2.49	2.9	qiáng	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1095.T2.ch.snt	22.1	22.54
臭	臭	kusa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0110.T2.jp.snt	3.95	4.45	chòu	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1070.T2.ch.snt	4.09	4.15
四	四	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0110.T2.jp.snt	6.67	6.9	sì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0426.T2.ch.snt	3.91	4.36
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0110.T2.jp.snt	7.37	7.46	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0328.T2.ch.snt	5.77	6.01
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2855.T2.jp.snt	1.31	1.49	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0328.T2.ch.snt	5.77	6.01
系	系	kei	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2855.T2.jp.snt	4.76	5.06	xì	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0364.T2.ch.snt	11	11.16
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2121.T2.jp.snt	0.44	0.75	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0072.T2.ch.snt	4.01	4.18
年	年	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2121.T2.jp.snt	0.75	1.05	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt	2.1	2.28
前	前	mae	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2121.T2.jp.snt	1.05	1.24	qián	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0903.T2.ch.snt	5.64	5.96
高	高	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2121.T2.jp.snt	1.24	2.28	gāo	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0591.T2.ch.snt	2.15	2.34
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2121.T2.jp.snt	0.44	0.75	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0858.T2.ch.snt	0.64	0.87
時	时	toki	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2121.T2.jp.snt	3.14	3.25	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0202.T2.ch.snt	3.94	4.11
三	三	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2876.T2.jp.snt	1.54	1.78	sān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0631.T2.ch.snt	6.42	6.7
度	度	do	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2876.T2.jp.snt	1.78	1.87	dù	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0366.T2.ch.snt	1.81	1.95
目	目	me	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2876.T2.jp.snt	1.87	1.98	mù	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0285.T2.ch.snt	0.32	0.62
正	正	shou	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2876.T2.jp.snt	2.09	2.52	zhèng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0975.T2.ch.snt	14.7	15.04
直	直	jiki	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2876.T2.jp.snt	2.52	2.62	zhí	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0979.T2.ch.snt	5.87	6.04
風	风	kaze	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0723.T2.jp.snt	2.47	2.62	fēng	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0497.T2.ch.snt	4.78	5.25
辛	辛	tsura	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0723.T2.jp.snt	4.21	4.54	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1150.T2.ch.snt	3.51	4.01
食	食	ta	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0723.T2.jp.snt	5.09	5.26	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0284.T2.ch.snt	3.3	3.48
聞	闻	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0723.T2.jp.snt	7.29	8.87	wén	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0494.T2.ch.snt	7.23	7.41
温	温	on	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1145.T2.jp.snt	0.44	0.61	wēn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0099.T2.ch.snt	3.87	4.09
泉	泉	sen	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1145.T2.jp.snt	0.61	0.79	quán	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0325.T2.ch.snt	20.65	20.81
用	用	you	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2818.T2.jp.snt	0.96	1.32	yòng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0805.T2.ch.snt	4.08	4.26
意	意	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2818.T2.jp.snt	1.32	1.41	yì	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0916.T2.ch.snt	2.65	2.74
周	周	shuu	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2818.T2.jp.snt	1.41	1.6	zhōu	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0157.T2.ch.snt	1.96	2.15
女	女	jo	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2818.T2.jp.snt	2.44	2.63	nǚ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0362.T2.ch.snt	7.34	7.54
性	性	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2818.T2.jp.snt	2.63	2.82	xìng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1155.T2.ch.snt	2.75	2.89
用	用	you	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2818.T2.jp.snt	0.96	1.32	yòng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0585.T2.ch.snt	2.07	2.29
意	意	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2818.T2.jp.snt	1.32	1.41	yì	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0403.T2.ch.snt	2.64	2.86
毎	每	mai	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0884.T2.jp.snt	2.1	2.65	měi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1178.T2.ch.snt	3.81	3.88
日	日	nichi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0884.T2.jp.snt	3.12	3.37	rì	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_1212.T2.ch.snt	23.42	23.57
楽	乐	tano	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0884.T2.jp.snt	3.37	3.61	lè	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0202.T2.ch.snt	5.27	5.48
次	次	tsugi	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2861.T2.jp.snt	0.16	0.45	cì	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0529.T2.ch.snt	6.19	6.62
